  0.5312    0.467   0.0203   0.3953
  0.0143    0.131   0.2911   0.1952
  1.1343    0.397   0.0062   0.4310
  0.1951    0.721   0.2096   0.7065
  0.0361    0.480   0.3679   0.6249
  1.6698    0.008   0.4670   0.3713
  1.4332    0.068   0.7452   0.6560
  2.7321    0.000   0.4197   0.3507
  2.0027    0.005   0.5163   0.4421
  1.8156    0.008   0.5311   0.4747
  2.0791    0.000   0.4187   0.3818
  2.2474    0.000   0.4114   0.3820
