 1  0.10 13.86
 2  0.25 15.27
 3  0.20 14.18
 4  1.25  8.12
 5  1.16  5.86
 6  0.46 32.28
 7  0.85 31.57
 8  0.43 33.32
 9  0.53 34.20
10  0.70 21.79
11  0.45 27.40
12  0.62 20.98
