 1  0.30  8.05
 2  0.24 12.55
 3  0.25 10.28
 4  0.85  4.57
 5  0.71  3.55
 6  0.63 32.64
 7  0.66 22.49
 8  0.81 37.52
 9  0.75 34.99
10  0.67 18.78
11  0.78 32.36
12  0.72 25.44
