  0.1822    0.587   0.1027
  0.0107    0.124   0.5999
  0.8238    0.508   0.0112
  0.1622    0.686   0.2822
  0.0303    0.448   0.4635
  1.5740    0.010   0.6793
  1.3390    0.065   0.7853
  2.8495    0.000   0.6583
  1.9431    0.006   0.6599
  1.7131    0.009   0.6409
  2.0376    0.000   0.6107
  2.2025    0.000   0.6028
